-0.18969,-0.059122,-0.072383,-0.10522,-0.1272,-0.15651,-0.10313,-0.055074,-0.052738,-0.074143,-0.092233,-0.14851,-0.12539,-0.046504,-0.029266,-0.18392,-0.31858,-0.35503,-0.33995,-0.27268,-0.16783,-0.15182,-0.1258,-0.19123,-0.19049,-0.15697,-0.18172,-0.16685,-0.11258,-0.14614,-0.12682,-0.088732,-0.086405,0.012642,0.055485,0.055558,0.060725,0.042899,0.090134,0.11071,0.11322,0.14464,0.14915,0.18091,0.19351,0.16637,0.17731,0.14322,0.10744,0.091979,0.16409,0.21633,0.21765,0.20593,0.20222,0.25396,0.29811,0.24094,0.18535,0.26364,0.34797,0.3012,0.2939,0.27913,0.23642,0.22177,0.21476,0.23903,0.27054,0.27828,0.32201,0.31579,0.31309,0.29778,0.28197,0.22872,0.16173,0.15534,0.14348,0.1374,0.090952,0.041231,-0.015103,-0.11606,-0.16343,-0.11102,-0.049123,-0.0032291,0.082385,0.088837,0.072611,0.032503,0.03467,0.074688,0.096424,0.11908,0.096456,0.047448,0.11508,0.091388,-0.0085527,-0.044672,-0.061586,-0.099484,-0.14808,-0.10686,-0.027699,0.043967,0.059442,0.057833,0.073246,-0.0065871,-0.040968,-0.052255,-0.093255,-0.10003,-0.11835,-0.10349,-0.0029947,-0.0075233,0.067391,0.069917,-0.042419,-0.031278,-0.020442,0.055646,0.097953
-0.19324,-0.2183,-0.18409,-0.063147,-0.062201,-0.077898,-0.084998,-0.13859,-0.0993,-0.024592,-0.045278,-0.12074,-0.073659,-0.089891,-0.13511,-0.14497,-0.20702,-0.235,-0.20499,-0.20522,-0.19983,-0.18211,-0.15614,-0.15282,-0.1087,-0.074526,-0.11438,-0.12123,-0.084745,-0.11731,-0.16642,-0.13737,-0.11661,-0.023951,0.017109,-0.0021185,0.033014,0.039369,0.088705,0.14087,0.21222,0.27908,0.18301,0.14603,0.14944,0.15296,0.16974,0.11385,0.097587,0.10245,0.1559,0.18101,0.17015,0.18807,0.21151,0.21497,0.25357,0.25735,0.22858,0.32793,0.36395,0.26751,0.25301,0.25384,0.17847,0.14786,0.24456,0.2901,0.29541,0.29037,0.31635,0.27011,0.25194,0.23404,0.20804,0.19632,0.19822,0.1667,0.13104,0.11782,0.10369,0.097395,0.011679,-0.083248,-0.10824,-0.050836,-0.0020485,0.035284,0.095838,0.099148,0.063558,0.052866,0.070712,0.067611,0.078532,0.064474,0.046272,0.1143,0.16836,0.14788,0.11605,0.12358,0.08644,-0.046906,-0.10462,-0.053641,-0.020256,0.072798,0.1487,0.12452,0.14412,0.12237,0.097707,0.10789,0.027803,0.023673,0.089353,0.06959,0.14269,0.098518,0.091093,0.097028,0.041101,0.055294,0.091843,0.16814,0.16345
-0.15843,-0.16463,-0.12722,-0.097667,-0.080247,-0.087057,-0.081964,-0.12698,-0.096495,-0.010678,-0.038527,-0.062914,-0.0241,-0.067649,-0.13316,-0.15233,-0.14389,-0.1884,-0.16632,-0.17789,-0.20589,-0.17213,-0.12107,-0.069484,-0.043062,-0.011267,-0.059564,-0.10071,-0.11077,-0.15571,-0.18284,-0.18813,-0.17863,-0.068031,-0.056984,-0.040954,0.008715,0.068408,0.1233,0.16188,0.20742,0.2612,0.22428,0.16249,0.16604,0.20293,0.21298,0.17017,0.19606,0.16102,0.14714,0.16988,0.20215,0.2042,0.21223,0.18019,0.14216,0.16742,0.2591,0.31671,0.32319,0.30414,0.23219,0.17914,0.11402,0.1269,0.22712,0.25752,0.25998,0.22359,0.17144,0.11945,0.12876,0.12946,0.12917,0.13178,0.14248,0.17003,0.15338,0.10571,0.14505,0.13715,0.060162,-0.039344,-0.073643,-0.03248,-0.042558,-0.040294,0.023599,0.086129,0.082119,0.066868,0.067243,0.049695,0.036597,0.0090868,0.02571,0.13816,0.20212,0.18355,0.16912,0.17574,0.12968,0.0132,-0.064551,-0.041299,-0.00019593,0.071559,0.16089,0.16732,0.17716,0.18165,0.1863,0.14973,0.094064,0.10113,0.16773,0.1989,0.2433,0.20663,0.10475,0.083334,0.028052,0.06842,0.10133,0.11701,0.21065
-0.19091,-0.13892,-0.096921,-0.072098,-0.06754,-0.084979,-0.080778,-0.07815,-0.10894,-0.16271,-0.10674,-0.072833,-0.019308,0.0152,-0.12489,-0.19605,-0.10189,-0.13104,-0.13552,-0.12786,-0.16945,-0.15935,-0.084627,-0.030709,-0.042408,0.0042457,-0.024058,-0.061109,-0.069874,-0.090144,-0.11957,-0.15284,-0.1594,-0.094488,-0.1034,-0.029863,0.055368,0.10794,0.10688,0.12952,0.19116,0.27183,0.24802,0.17157,0.19543,0.26245,0.28634,0.28678,0.26646,0.19726,0.17835,0.19871,0.19675,0.22168,0.18584,0.16141,0.14973,0.199,0.30271,0.28732,0.24633,0.22521,0.199,0.17276,0.1406,0.13594,0.15507,0.17223,0.15988,0.12906,0.088343,0.040673,0.052061,0.05796,0.098672,0.10671,0.1047,0.1426,0.16037,0.11584,0.13204,0.13669,0.10531,0.0090796,-0.034683,-0.014481,-0.053922,-0.042877,-0.011161,0.064105,0.14848,0.13203,0.081339,0.039819,-0.025931,-0.0089071,0.014496,0.072612,0.15869,0.2085,0.18996,0.16194,0.1444,0.10643,0.046865,0.025431,0.016974,0.047527,0.12023,0.17553,0.1737,0.17533,0.20625,0.14131,0.10325,0.12607,0.15597,0.29465,0.3415,0.3331,0.20925,0.1461,0.10419,0.076257,0.070724,0.24949,0.29924
-0.19441,-0.11109,-0.082017,-0.026294,-0.020631,-0.053565,-0.072459,0.025981,-0.017114,-0.15624,-0.096915,-0.065599,-0.11174,-0.099826,-0.15589,-0.17434,-0.12271,-0.11157,-0.093205,-0.070818,-0.11404,-0.13846,-0.126,-0.066825,-0.060328,-0.057637,-0.066669,-0.093304,-0.031568,-0.0048851,-0.054322,-0.073367,-0.086677,-0.13163,-0.10169,-0.05595,0.04203,0.10347,0.082182,0.098628,0.16696,0.2609,0.24583,0.15978,0.19396,0.23616,0.24802,0.2393,0.25514,0.24471,0.25869,0.21494,0.20516,0.24047,0.18047,0.18733,0.19384,0.21611,0.29909,0.25413,0.19446,0.16935,0.17555,0.17644,0.13561,0.088397,0.075574,0.049612,-0.014839,0.0019736,0.026987,0.0020285,0.07998,0.075679,0.052162,0.099163,0.14852,0.1378,0.11301,0.11276,0.11461,0.11521,0.0946,0.015236,-0.0036379,0.0071385,0.016034,0.034198,0.041556,0.070535,0.11295,0.097399,0.066606,0.037985,-0.027069,-0.031276,-0.018636,0.025919,0.10536,0.13213,0.13816,0.14326,0.1683,0.17761,0.15456,0.16959,0.096696,0.098995,0.12268,0.14561,0.11257,0.17781,0.17901,0.13509,0.13188,0.16315,0.23211,0.35725,0.29878,0.30689,0.26286,0.20138,0.17401,0.10919,0.078486,0.18298,0.2067
-0.16604,-0.081545,-0.065542,0.0057973,0.026818,-0.035239,-0.025242,0.040897,0.017102,-0.027599,0.0054238,-0.012847,-0.019503,-0.11647,-0.14458,-0.1017,-0.080041,-0.10733,-0.13064,-0.11831,-0.081736,-0.060239,-0.078973,-0.064407,-0.054112,-0.063103,-0.053552,-0.097542,-0.053159,-0.021982,-0.05537,-0.025474,-0.06368,-0.15449,-0.10219,-0.028514,0.049171,0.10499,0.08401,0.082809,0.094713,0.17208,0.23333,0.15876,0.1654,0.21766,0.1957,0.20325,0.24509,0.26773,0.26399,0.2566,0.27315,0.27534,0.24404,0.20941,0.15184,0.13042,0.19358,0.23368,0.23491,0.28149,0.23412,0.16568,0.10402,0.038305,0.058055,0.060123,0.0054947,-0.012739,0.026415,0.064948,0.096865,0.067212,0.037089,0.076716,0.15258,0.13054,0.071493,0.086306,0.11035,0.070314,0.030645,0.0078607,0.0009237,-0.023428,0.014964,0.0036659,0.021587,0.057559,0.061722,0.006759,0.012139,0.031042,0.011493,-0.020801,-0.029239,-0.017701,0.014685,0.027282,0.07467,0.10576,0.15998,0.21287,0.22493,0.19364,0.17416,0.18555,0.20321,0.21155,0.21333,0.2764,0.17105,0.14475,0.17582,0.20653,0.26097,0.28707,0.20507,0.2875,0.28572,0.18707,0.164,0.074823,0.031132,0.095518,0.19338
-0.11501,-0.11493,-0.085938,-0.011897,-0.083634,-0.059737,-0.046302,-0.051074,-0.035463,-0.079015,-0.057257,0.10512,0.069317,-0.029345,-0.041115,-0.014803,-0.05807,-0.08785,-0.14018,-0.092565,-0.024564,-0.055245,-0.081166,-0.066147,-0.047408,-0.02302,-0.022895,-0.070966,-0.027817,-0.04959,-0.088447,-0.043676,-0.061036,-0.099005,-0.061167,-0.029729,0.011367,0.012274,0.01593,0.030491,0.017594,0.060433,0.1257,0.13431,0.14404,0.21086,0.2026,0.24656,0.29322,0.3113,0.2983,0.28014,0.27643,0.24756,0.22104,0.17569,0.14673,0.14591,0.18415,0.21747,0.19556,0.20068,0.16528,0.12517,0.15128,0.14173,0.12347,0.13032,0.12677,0.12183,0.078903,0.085389,0.13362,0.15221,0.13767,0.098848,0.096808,0.10777,0.10459,0.098159,0.095476,0.051666,0.0036965,-0.018702,-0.026811,-0.024662,-0.023157,-0.058866,0.023833,0.055971,0.056311,0.027435,0.028484,0.028006,0.043577,-0.0063794,-0.039872,-0.036174,-0.04178,-0.016368,0.031922,0.05966,0.13736,0.19418,0.24253,0.22398,0.24224,0.24826,0.22529,0.2799,0.31308,0.31041,0.20244,0.19719,0.19048,0.26485,0.27811,0.17937,0.23564,0.32212,0.311,0.23828,0.18343,0.068258,0.03935,0.066937,0.17565
-0.03371,-0.064827,-0.024798,0.035107,0.0044828,0.00035001,-0.11141,-0.022334,0.025531,-0.081417,-0.06223,0.040016,-0.031885,-0.015756,0.018695,0.015725,-0.059989,-0.092403,-0.08385,-0.0097252,-0.00011524,-0.030693,-0.058445,0.0034559,-0.035488,-0.060652,-0.03789,-0.00205,0.023147,-0.036931,-0.053943,-0.059933,-0.10503,-0.072219,-0.011948,-0.030532,-0.042204,-0.059382,-0.066055,-0.02542,-0.0018741,0.025322,0.10887,0.14238,0.11498,0.11756,0.15763,0.24538,0.34699,0.36383,0.34144,0.29293,0.29113,0.24058,0.18414,0.16571,0.14211,0.16689,0.19798,0.14319,0.13516,0.11486,0.10213,0.14742,0.24809,0.23915,0.20542,0.21045,0.21039,0.22418,0.20601,0.18998,0.27975,0.32252,0.25782,0.15661,0.095172,0.10019,0.12996,0.12912,0.10496,0.04548,0.038659,-0.001222,-0.064001,-0.080885,-0.091577,-0.086405,0.030729,0.080057,0.065194,0.039436,0.0073472,0.0026086,-0.011796,-0.031085,-0.060138,-0.050727,-0.051159,-0.036537,0.0013002,0.049982,0.11189,0.15125,0.19326,0.20043,0.20426,0.18699,0.16592,0.18185,0.22709,0.20756,0.11536,0.17668,0.22488,0.26126,0.26296,0.25261,0.24804,0.33681,0.32302,0.21973,0.18948,0.12834,0.092312,0.11981,0.19521
-0.071594,0.0063654,0.034856,0.068454,0.16175,0.11405,-0.078844,0.0089038,0.05462,-0.019071,-0.0020719,0.0013415,-0.053359,-0.035371,0.0013477,0.067145,0.079421,-0.0092696,-0.059896,-0.015342,-0.0087646,0.013469,0.012765,0.038465,0.036912,0.0060258,0.019335,0.012659,0.014312,-0.025387,-0.031411,-0.05675,-0.09694,-0.069054,-0.014907,-0.0095597,-0.012945,-0.023613,-0.059335,-0.057738,0.026419,0.063659,0.073049,0.083862,0.069997,0.094372,0.10646,0.16802,0.27369,0.26862,0.30435,0.29849,0.27987,0.24782,0.22196,0.20979,0.15335,0.14532,0.15878,0.15052,0.12568,0.1234,0.13865,0.18693,0.27895,0.31933,0.3552,0.31027,0.29128,0.32111,0.31848,0.31791,0.36285,0.32918,0.29275,0.21342,0.1713,0.12817,0.13324,0.12661,0.099711,0.035746,0.019734,0.0076829,-0.044237,-0.096923,-0.10247,-0.10756,-0.052526,0.017333,0.0221,0.025819,-0.017539,-0.025824,-0.068106,-0.052875,-0.055188,-0.033413,-0.030902,-0.022288,0.041571,0.073102,0.072676,0.096093,0.13803,0.14996,0.10765,0.11698,0.19739,0.19694,0.2177,0.20516,0.12441,0.1415,0.20921,0.19247,0.22291,0.27545,0.24524,0.26949,0.29055,0.12922,0.27958,0.22178,0.095436,0.19038,0.23602
-0.14238,0.035493,0.001745,0.064087,0.12456,0.096617,0.012168,0.049601,0.018249,-0.014657,0.017218,0.17048,0.16824,0.067145,0.11113,0.098163,0.070785,0.051945,-0.0039384,-0.043422,-0.031198,0.047019,0.034766,0.040343,0.094694,0.061234,0.015144,0.026135,0.017716,-0.0023916,-0.016662,-0.053687,-0.058687,-0.05256,-0.026819,0.019919,0.023014,0.0071076,-0.016822,-0.027602,0.015145,0.035537,0.01859,0.039143,0.081556,0.16527,0.13071,0.16058,0.21864,0.19301,0.23189,0.26724,0.25362,0.24126,0.25318,0.22749,0.16947,0.14601,0.13822,0.14919,0.1605,0.19948,0.23437,0.25853,0.33976,0.43073,0.47954,0.43254,0.38839,0.37143,0.39523,0.43013,0.36527,0.27814,0.25688,0.19558,0.17108,0.16524,0.1571,0.14168,0.088919,0.021213,0.009402,0.0069023,-0.042121,-0.060147,-0.082474,-0.15992,-0.13089,-0.089121,-0.044166,0.010542,0.013341,-0.01162,-0.022945,-0.0049059,0.020934,0.036294,0.061384,0.051461,0.054234,0.070774,0.098551,0.11023,0.15741,0.18815,0.15998,0.17879,0.2096,0.18397,0.17489,0.22408,0.20672,0.16166,0.18149,0.19681,0.2158,0.31921,0.37696,0.30669,0.23104,0.22147,0.35872,0.31069,0.30269,0.3188,0.34787
